,text,neg,neu,pos,compound
1138,"RT @Adilson_santos9: Gozou gostoso levando uma mamada nas bolas💦💦 tomei todo leitinho😋🔥

@Neguinhteusonho 

https://t.co/lEPZShPKGh

Onlyfa…",0.082,0.81,0.108,1.0
1139,"RT @Escorpiao1998: Suck or sit love? I'm full of milk 

More content and videos ⬇️

Onlyfans $5,99🔥

https://t.co/sPzE95tvhs

Privacy R$30,…",0.082,0.81,0.109,1.0
1140,@yoongisstan 4K likes for Jungkook’s privacy being invaded?? Y’all who claim to be “ARMY” and invade are showing your true colors y’all aren’t here for BTS y’all don’t care about their safety all you care about is the status and what a quick pic/video at the cost of their safety can get you!!,0.082,0.809,0.109,1.0
1141,RT @cassidyvogt1: @CovertQT @darafaye @DrOz @SenatorRisch @MikeCrapo They want U in a share economy which is a cute way to say you will own…,0.082,0.809,0.11,1.0
1142,"RT @Chloewaifu: 😈Posso dançar assim de 4 para você?

🇧🇷 Assine meu privacy link nos comentários 💋 https://t.co/pxqp0EaMIi",0.081,0.809,0.109,1.0
1143,"@Narendr48921890 In the future, please ensure that you share your details via DM for the privacy of your Flipkart account by clicking the below link. ^TP (3/3) https://t.co/5DoqNukc8t",0.081,0.809,0.11,1.0
1144,"RT @lilithyourgirl: Venha gozar comigo!
- Packs;
- Avaliação;
- Chamadas;
- Sexting; 
- Webnamoro;
- Fetiche; 
- Personalizados;
-Privacy c…",0.081,0.809,0.11,1.0
1145,"RT @YOUR2002BABE: 🍷 GRUPO DE ROUNDS MISTOS 🍷

🦇 sem min. de seguidores;
👸🏻 modelos verificades (não aceitamos privacy);
⛓ 4 participações s…",0.081,0.809,0.11,1.0
1146,"RT @aIys_x: I love my privacy, not everything is worth sharing.",0.081,0.809,0.11,1.0
1147,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",0.081,0.809,0.11,1.0
1148,RT @Iamluannax: @_ariciaaa @bruninhatgirl Privacy: luanamoraes 🖤❤️‍🔥 https://t.co/728sCeGDrW,0.081,0.809,0.11,1.0
1149,Lmaoooo I claimed money in a TikTok privacy settlement and them niggas actually just paid me 🤣🤣🤣 it’s not much but I thought they wouldn’t actually pay.,0.081,0.809,0.11,1.0
1150,"RT @joarretado: 137 posts; 547 photos; 326 videos, 161 likes, no editing! 🤑
🔗https://t.co/qsdPKtEYVo…
🔗https://t.co/QbK2CZKk7C
🔗https://t.c…",0.081,0.809,0.11,1.0
1151,"RT @javerias: I lost friend, husband and my favourite journalist @arsched today, as per police he was shot in Kenya.
Respect our privacy an…",0.081,0.809,0.11,1.0
1152,"RT @psychedrgg: 👇ASSINA MEU PRIVACY👇

💥💥R$9 REAIS 💥💥

👇+450 MÍDIAS 👇 https://t.co/Phh2buVGAl",0.081,0.809,0.11,1.0
1153,"RT @conteudoformen: Rt...?

 FEAT WITH  @RavyLion_ 🎬📽
IN THE FOOTPRINT CONTENT AVAILABLE ON THESE PLATFORMS.⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️
📌https://t.co/…",0.081,0.809,0.11,1.0
1154,"When it comes to respecting BTS privacy, it seems only Japanese ARMYs deserve all the rights. Sigh.",0.081,0.809,0.11,1.0
1155,yeah the reason he had to do that is because y’all invaded his privacy by tracking his location. you shouldn’t even be there in the first place. https://t.co/rmeehYy9qE,0.081,0.809,0.11,1.0
1156,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,0.081,0.809,0.11,1.0
1157,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",0.081,0.809,0.11,1.0
1158,RT @LittleBirbMame: @aungaung1124 ตอบให้ตรงคำถามก่อนค่ะว่าทำไมไม่เคารพสิทธิ์เด็ก Unicef ประกาศแล้วนะคะว่า Privacy เป็นสิทธิที่เด็กควรมี,0.081,0.809,0.11,1.0
1159,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",0.081,0.809,0.109,1.0
1160,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.081,0.809,0.11,1.0
1161,RT @EduardaSecrets4: Quer porra ? https://t.co/vVFRjQiaZA🍆🔥 want fuck??🍆🔥 https://t.co/vxfS4pc7RH https://t.co/bkDEjirMdS,0.081,0.809,0.11,1.0
1162,Yall be copping out with that privacy bullshit. We aint asking yall for OnlyFans…….unless you gon do it.,0.081,0.809,0.109,1.0
1163,RT @AlineMBarbosa29: As 40 primeiras pessoas que curtir e retwitar eu mando um presente do meu Privacy...,0.081,0.809,0.109,1.0
1164,"RT @yasminbackupp: Subscribe to my platforms to see my daily content, everything as if it were for you!

OnlyFans e Privacy 🇧🇷

Vem me ver,…",0.081,0.809,0.109,1.0
1165,"@yamyummy เราเป็นคนหนึ่งที่ชอบลงเกี่ยวกับลูก ตั้งแต่เกิดจนถึงวัยหนึ่ง (ประมาณ 6 ขวบ) ลูกเห็นเราลงเฟซรูปเขา เขาถามว่า ""ทำไมต้องลง Please respect my privacy.""
หน้าชาไปเลยจ้า...จากนั้น เขาขอย้อนดูภาพเก่า คือเขาไม่โอเคมากๆ และบอกว่า ต่อไปก่อนจะลง ช่วยถามเขาด้วยนะ 
(ลูกเป็นเด็กสิงคโปร์)",0.081,0.809,0.109,1.0
1166,"RT @devasso_casal: Comendo o marido enquanto ele socava na esposa...
https://t.co/mkJyxCfq07 https://t.co/tCmz9o2UwL",0.081,0.809,0.109,1.0
1167,"RT @wqvz24: Listen guys the fans in Qatar never attacked Jungkook, but respected his privacy a lot. They respected the distance between the…",0.081,0.809,0.11,1.0
1168,"RT @Ela_e_Show: Mamando e o meu corninho assistindo tudo de camarote 😈

Completinho aqui👇
https://t.co/4rwJ1Llq9N

Repararam no chão molhad…",0.081,0.809,0.11,1.0
1169,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,0.081,0.809,0.11,1.0
1170,"RT @stupidb04085286: A estudante de vcs, vai ter mais no privacy 🤤 https://t.co/hIND29KFpT",0.081,0.809,0.11,1.0
1171,RT @LunaMyBabyPup: So seokjin is getting to know the city. Ppl saw him (they didn't say where to protect his privacy) walking around with s…,0.081,0.809,0.11,1.0
1172,RT @yourlucylove: 🥵Querem ver minha buceta gozada?? 🍆💦 Então corre para ver👉🏻 https://t.co/tZHLxVrsDL #nsfw #PINTOAWARDS #buceta #gozada #g…,0.081,0.809,0.11,1.0
1173,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,0.081,0.81,0.109,1.0
1174,"RT @galeguinbsb: 💎 Primeira cena de ANAL exclusiva dessa brasiliense safada @MarcellaJapaOfc  🔥😈

Aqui 👉🏻 https://t.co/0AukobWEzo https://t…",0.081,0.81,0.109,1.0
1175,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.081,0.809,0.109,1.0
1176,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,0.081,0.81,0.109,1.0
1177,RT @w8vendor: ฟิล์มแบบ privacy คือกันคนขี้เสือกได้จริง เล่นบน bts ก็ไม่ต้องมาระแวงใคร ไม่มีใครมาเห็นเงินในบัญชีนอกจากเรา มีบล็อคให้ติดเองด้…,0.081,0.81,0.109,1.0
1178,"RT @DanyellaPerei17: Vídeos descartáveis pra vcs, mas quero RT hein, tenho que comprar uma ring light pra iluminação 🤦🏻‍♀️ kk vídeos que eu…",0.081,0.81,0.109,1.0
1179,RT @LittleBirbMame: @aungaung1124 ตอบให้ตรงคำถามก่อนค่ะว่าทำไมไม่เคารพสิทธิ์เด็ก Unicef ประกาศแล้วนะคะว่า Privacy เป็นสิทธิที่เด็กควรมี,0.081,0.81,0.109,1.0
1180,"RT @caraiocasal: Olhem esse trechinho do que vai chegar no Privacy e Telegram essa semana, pediram tanto que fizemos com muito tesão, não p…",0.081,0.81,0.109,1.0
1181,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.081,0.81,0.109,1.0
1182,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.081,0.809,0.109,1.0
1183,RT @w8vendor: ฟิล์มแบบ privacy คือกันคนขี้เสือกได้จริง เล่นบน bts ก็ไม่ต้องมาระแวงใคร ไม่มีใครมาเห็นเงินในบัญชีนอกจากเรา มีบล็อคให้ติดเองด้…,0.081,0.809,0.109,1.0
1184,RT @LittleBirbMame: @aungaung1124 ตอบให้ตรงคำถามก่อนค่ะว่าทำไมไม่เคารพสิทธิ์เด็ก Unicef ประกาศแล้วนะคะว่า Privacy เป็นสิทธิที่เด็กควรมี,0.081,0.81,0.109,1.0
1185,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.081,0.809,0.109,1.0
1186,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.081,0.809,0.109,1.0
1187,RT @michelemaktub: https://t.co/1bbyy9BzBr vamos conferir a marquinha https://t.co/pLGj2694OT,0.081,0.809,0.109,1.0
1188,RT @vgabrielsw: 🔥 https://t.co/viFI6So0vN https://t.co/AVZ3wWGWCB,0.081,0.809,0.109,1.0
1189,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.082,0.809,0.109,1.0
1190,"RT @DomSouza9: Logo mais atualizações  no site .
Já assinou ? Confere lá 
https://t.co/g3Lgc3oSgB
@Divulgar_hot @Gabriel04005967 @_divulga_…",0.082,0.809,0.109,1.0
1191,"The invasion of privacy, lies &amp; abuses from the public, is not worth it for the best of the best. We lucked out w/PMJT,  but this is an exception as most of the Political Leaders in Canada do not seem to be very capable people.",0.082,0.808,0.109,1.0
1192,"RT @ErocelyBuendia: Don't overshare. Privacy is peaceful and powerful.

ITULOY MO ANG LABAN 

#SongForMygzMolino
#SigawLehitimoLaunching",0.082,0.808,0.11,1.0
1193,"RT @DomSouza9: Perfil em atualização , prévia gratis, confira mais no link:
https://t.co/hLIwmLqeBZ
@Gabriel04005967 @SoParaDivulgar @Divul…",0.082,0.808,0.11,1.0
1194,@Joshgurgy @9_tellthetruth @StudentsforLife It doesn’t give credence to birth control either. Roe and Griswold both based on “penumbra” of right to privacy. That’s the real target of religious nationalists.,0.082,0.808,0.109,1.0
1195,"RT @packsdamiuau1: Já agendando alguns posts de novembro lá no Privacy e 0nlyfans. Ah, detalhe que a partir do mês que vem vou aumentar a q…",0.082,0.809,0.109,1.0
1196,RT @w8vendor: ฟิล์มแบบ privacy คือกันคนขี้เสือกได้จริง เล่นบน bts ก็ไม่ต้องมาระแวงใคร ไม่มีใครมาเห็นเงินในบัญชีนอกจากเรา มีบล็อคให้ติดเองด้…,0.082,0.809,0.109,1.0
1197,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,0.082,0.809,0.109,1.0
1198,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",0.082,0.808,0.11,1.0
1199,RT @LittleBirbMame: คนที่สนับสนุนให้ทำแบบนี้คืออะไรอ่ะ เป็นการละเมิด Privacy ของมนุษย์คนนึง เอาชีวิตเค้ามาโชว์ให้ทุกคนดูแบบไม่ได้ขอ Consent…,0.082,0.808,0.11,1.0
1200,"RT @HathorGoddex: me acha gostosa? 🍯💗

privacy 👇🏾 https://t.co/6skVoc2bq3",0.082,0.809,0.109,1.0
1201,RT @Novinhodesousa: Deixa eu estoura teu cuzinho ?? 🤤🥵🔥💦 https://t.co/LQHrUy85WJ  💦💦💦 https://t.co/pHf8ndQV32,0.082,0.809,0.109,1.0
1202,"RT @Vituops_: Esse flamenguista me comeu bolado, não aguentei tudo 😅

Diponível nos site 🇧🇷 

🌎 https://t.co/ui0cCAFKMN 
🇧🇷 https://t.co/PU…",0.082,0.809,0.109,1.0
1203,RT @LittleBirbMame: งงมากบอกว่าเป็นเรื่องของเค้า ลูกเค้า คือพอเป็นแค่ Privacy แล้วคุณไม่คิดว่ามันคือการละเมิดสิทธิ์เหมือน Physical violence…,0.082,0.809,0.109,1.0
1204,"RT @babydemon66: Assina meu privacy? 😍

✨ +145 mídias por apenas $10, aproveitem a promoção! Link nos comentários ✨ https://t.co/WojbcNMmux",0.082,0.809,0.109,1.0
1205,"Do ensaio antigo que achei aqui e gostei!!
👇🏻
https://t.co/2NaL9dmle0

Participe do grupo do Telegram pra ver prévias e avisos. 👇🏻
https://t.co/tXBDiXH2ZN
OBS: O grupo é sigiloso, ninguém vai saber que você está lá. https://t.co/qFs73K0CUM",0.082,0.809,0.109,1.0
1206,"RT @HathorGoddex: me acha gostosa? 🍯💗

privacy 👇🏾 https://t.co/6skVoc2bq3",0.082,0.809,0.109,1.0
1207,this happened yesterday. and fuck privacy bcoz im furious,0.082,0.809,0.109,1.0
1208,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.082,0.809,0.109,1.0
1209,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.082,0.809,0.109,1.0
1210,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.082,0.808,0.109,1.0
1211,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",0.082,0.808,0.109,1.0
1212,"RT @HeatherThomasAF: Psst!
EVERYONE'S Medical Privacy is on the ballot.",0.082,0.809,0.109,1.0
1213,"RT @maaypack: Quer tomar banho comigo? 💦

Disponível na DM:
•Fotos, vídeos e áudios 
•Avaliações
•Plaquinhas
•Fetiches (Scat , eproctofilia…",0.082,0.809,0.109,1.0
